time_step,bicg_total_misses,bicg_dead_misses,atax_total_misses,atax_dead_misses
9970,30,30,42,42
9971,30,30,40,40
9972,29,29,38,38
9973,33,33,37,37
9974,33,33,40,40
9975,33,33,36,36
9976,29,29,34,34
9977,30,30,32,32
9978,30,30,31,31
9979,34,34,34,34
9980,31,31,27,27
9981,33,33,28,28
9982,30,30,28,28
9983,31,31,28,28
9984,26,26,31,31
9985,28,28,28,28
9986,29,29,28,28
9987,31,31,29,29
9988,28,28,31,31
9989,29,29,37,37
9990,29,29,34,34
9991,31,31,32,32
9992,30,30,31,31
9993,33,33,32,32
9994,32,32,27,27
9995,31,31,26,26
9996,31,31,25,25
9997,33,33,25,25
9998,29,29,25,25
9999,31,31,26,26
10000,28,28,26,26
10001,27,27,29,29
10002,26,26,28,28
10003,27,27,28,28
10004,25,25,32,32
10005,26,26,32,32
10006,27,27,33,33
10007,30,30,31,31
10008,28,28,31,31
10009,31,31,33,33
10010,32,32,31,31
10011,34,34,30,30
10012,31,31,29,29
10013,32,32,28,28
10014,32,32,28,28
10015,34,34,30,30
10016,28,28,30,30
10017,31,31,35,35
10018,32,32,35,35
10019,34,34,32,32
10020,31,31,31,31
10021,33,33,36,36
10022,32,32,37,37
10023,35,35,40,40
10024,35,35,37,37
10025,34,34,38,38
10026,36,36,37,37
10027,33,33,31,31
10028,29,29,34,34
10029,27,27,31,31
10030,25,25,32,32
10031,26,26,31,31
10032,26,26,32,32
10033,25,25,37,37
10034,26,26,35,35
10035,25,25,34,34
10036,29,29,35,35
10037,36,36,35,35
10038,37,37,38,38
10039,40,40,32,32
10040,39,39,32,32
10041,38,38,30,30
10042,36,36,29,29
10043,34,34,29,29
10044,34,34,26,26
10045,32,32,26,26
10046,32,32,25,25
10047,28,28,27,27
10048,30,30,26,26
10049,29,29,25,25
10050,33,33,26,26
10051,31,31,25,25
10052,36,36,26,26
10053,33,33,26,26
10054,34,34,25,25
10055,31,31,26,26
10056,32,32,31,31
10057,32,32,39,39
10058,31,31,39,39
10059,28,28,38,38
10060,29,29,38,38
10061,29,29,38,38
10062,31,31,37,37
10063,28,28,35,35
10064,29,29,35,35
10065,29,29,35,35
10066,28,28,33,33
10067,26,26,28,28
10068,29,29,27,27
10069,30,30,26,26
10070,30,30,26,26
10071,31,31,27,27
10072,33,33,31,31
10073,33,33,29,29
10074,37,37,28,28
10075,34,34,28,28
10076,35,35,27,27
10077,31,31,27,27
10078,31,31,31,31
10079,27,27,32,32
10080,26,26,31,31
10081,26,26,31,31
10082,27,27,33,33
10083,25,25,32,32
10084,26,26,31,31
10085,26,26,34,34
10086,27,27,35,35
10087,25,25,34,34
10088,26,26,33,33
10089,28,28,29,29
10090,30,30,28,28
10091,28,28,26,26
10092,30,30,25,25
10093,29,29,25,25
10094,30,30,25,25
10095,29,29,27,27
10096,30,30,26,26
10097,29,29,28,28
10098,30,30,28,28
10099,28,28,28,28
10100,30,30,33,33
10101,29,29,36,36
10102,30,30,36,36
10103,28,28,37,37
10104,30,30,37,37
10105,29,29,38,38
10106,33,33,35,35
10107,31,31,30,30
10108,33,33,29,29
10109,35,35,31,31
10110,36,36,31,31
10111,31,31,33,33
10112,32,32,32,32
10113,34,34,28,28
10114,38,38,28,28
10115,34,34,34,34
10116,35,35,37,37
10117,35,35,37,37
10118,36,36,38,38
10119,32,32,34,34
10120,33,33,33,33
10121,32,32,30,30
10122,33,33,29,29
10123,32,32,28,28
10124,33,33,28,28
10125,32,32,29,29
10126,31,31,30,30
10127,30,30,30,30
10128,31,31,25,25
10129,33,33,25,25
10130,32,32,32,32
10131,35,35,38,38
10132,36,36,35,35
10133,34,34,35,35
10134,35,35,34,34
10135,36,36,32,32
10136,38,38,34,34
10137,36,36,33,33
10138,34,34,31,31
10139,32,32,31,31
10140,37,37,25,25
10141,33,33,27,27
10142,33,33,26,26
10143,31,31,26,26
10144,34,34,27,27
10145,32,32,28,28
10146,31,31,31,31
10147,31,31,33,33
10148,34,34,31,31
10149,32,32,31,31
10150,33,33,32,32
10151,31,31,33,33
10152,34,34,33,33
10153,32,32,35,35
10154,32,32,34,34
10155,28,28,35,35
10156,32,32,35,35
10157,32,32,36,36
10158,32,32,38,38
10159,32,32,43,43
10160,34,34,42,42
10161,32,32,42,42
10162,30,30,44,44
10163,25,25,38,38
10164,27,27,35,35
10165,26,26,28,28
10166,26,26,29,29
10167,26,26,27,27
10168,26,26,26,26
10169,26,26,25,25
10170,28,28,25,25
10171,33,33,26,26
10172,33,33,27,27
10173,34,34,33,33
10174,39,39,31,31
10175,48,48,31,31
10176,44,44,33,33
10177,42,42,32,32
10178,43,43,33,33
10179,45,45,25,25
10180,41,41,28,28
10181,38,38,29,29
10182,40,40,31,31
10183,36,36,31,31
10184,39,39,31,31
10185,32,32,31,31
10186,34,34,32,32
10187,39,39,40,40
10188,41,41,40,40
10189,37,37,37,37
10190,39,39,34,34
10191,41,41,35,35
10192,39,39,37,37
10193,37,37,39,39
10194,35,35,37,37
10195,41,41,37,37
10196,37,37,38,38
10197,34,34,40,40
10198,34,34,37,37
10199,34,34,34,34
10200,32,32,34,34
10201,31,31,35,35
10202,33,33,35,35
10203,33,33,27,27
10204,33,33,25,25
10205,28,28,25,25
10206,29,29,25,25
10207,27,27,27,27
10208,32,32,30,30
10209,31,31,28,28
10210,32,32,28,28
10211,32,32,33,33
10212,35,35,37,37
10213,29,29,37,37
10214,29,29,34,34
10215,29,29,34,34
10216,31,31,35,35
10217,28,28,43,43
10218,31,31,38,38
10219,30,30,39,39
10220,30,30,39,39
10221,29,29,36,36
10222,35,35,35,35
10223,36,36,33,33
10224,34,34,31,31
10225,35,35,32,32
10226,36,36,30,30
10227,35,35,31,31
10228,36,36,37,37
10229,36,36,35,35
10230,36,36,34,34
10231,32,32,35,35
10232,36,36,35,35
10233,42,42,38,38
10234,42,42,34,34
10235,42,42,34,34
10236,44,44,35,35
10237,45,45,30,30
10238,43,43,29,29
10239,44,44,28,28
10240,48,48,28,28
10241,49,49,29,29
10242,41,41,32,32
10243,34,34,28,28
10244,38,38,29,29
10245,34,34,32,32
10246,34,34,35,35
10247,31,31,31,31
10248,35,35,30,30
10249,32,32,28,28
10250,32,32,28,28
10251,31,31,27,27
10252,36,36,25,25
10253,36,36,27,27
10254,35,35,28,28
10255,31,31,29,29
10256,35,35,31,31
10257,36,36,33,33
10258,33,33,37,37
10259,31,31,38,38
10260,35,35,41,41
10261,33,33,47,47
10262,32,32,45,45
10263,31,31,41,41
10264,36,36,38,38
10265,33,33,38,38
10266,29,29,40,40
10267,32,32,39,39
10268,30,30,39,39
10269,28,28,41,41
10270,32,32,38,38
10271,30,30,38,38
10272,30,30,40,40
10273,34,34,40,40
10274,36,36,40,40
10275,36,36,37,37
10276,34,34,40,40
10277,37,37,38,38
10278,36,36,33,33
10279,36,36,31,31
10280,34,34,32,32
10281,39,39,40,40
10282,36,36,40,40
10283,36,36,37,37
10284,31,31,37,37
10285,34,34,38,38
10286,29,29,43,43
10287,31,31,37,37
10288,31,31,34,34
10289,34,34,34,34
10290,32,32,34,34
10291,30,30,32,32
10292,29,29,27,27
10293,38,38,25,25
10294,39,39,25,25
10295,38,38,27,27
10296,38,38,26,26
10297,40,40,29,29
10298,32,32,34,34
10299,32,32,35,35
10300,33,33,34,34
10301,37,37,37,37
10302,34,34,38,38
10303,30,30,39,39
10304,28,28,38,38
10305,33,33,37,37
10306,32,32,39,39
10307,36,36,39,39
10308,34,34,33,33
10309,37,37,31,31
10310,35,35,31,31
10311,30,30,33,33
10312,32,32,29,29
10313,34,34,29,29
10314,33,33,28,28
10315,31,31,28,28
10316,32,32,30,30
10317,34,34,29,29
10318,34,34,29,29
10319,35,35,28,28
10320,39,39,28,28
10321,35,35,32,32
10322,31,31,29,29
10323,33,33,28,28
10324,32,32,28,28
10325,28,28,31,31
10326,32,32,28,28
10327,30,30,35,35
10328,28,28,35,35
10329,32,32,34,34
10330,30,30,37,37
10331,28,28,38,38
10332,32,32,39,39
10333,32,32,32,32
10334,28,28,34,34
10335,31,31,32,32
10336,31,31,32,32
10337,28,28,29,29
10338,31,31,30,30
10339,31,31,30,30
10340,30,30,31,31
10341,34,34,32,32
10342,35,35,34,34
10343,32,32,37,37
10344,38,38,35,35
10345,37,37,34,34
10346,35,35,35,35
10347,39,39,35,35
10348,42,42,37,37
10349,40,40,35,35
10350,42,42,34,34
10351,48,48,36,36
10352,47,47,37,37
10353,48,48,36,36
10354,50,50,34,34
10355,43,43,36,36
10356,39,39,40,40
10357,42,42,39,39
10358,34,34,38,38
10359,36,36,39,39
10360,40,40,41,41
10361,30,30,49,49
10362,32,32,42,42
10363,36,36,42,42
10364,31,31,41,41
10365,33,33,49,49
10366,35,35,41,41
10367,28,28,35,35
10368,28,28,39,39
10369,31,31,48,48
10370,28,28,43,43
10371,29,29,37,37
10372,33,33,39,39
10373,32,32,39,39
10374,32,32,40,40
10375,37,37,31,31
10376,35,35,31,31
10377,35,35,32,32
10378,39,39,30,30
10379,28,28,28,28
10380,28,28,27,27
10381,27,27,30,30
10382,30,30,31,31
10383,28,28,28,28
10384,32,32,31,31
10385,37,37,34,34
10386,31,31,35,35
10387,29,29,31,31
10388,34,34,32,32
10389,28,28,32,32
10390,34,34,33,33
10391,40,40,29,29
10392,34,34,28,28
10393,33,33,29,29
10394,38,38,30,30
10395,35,35,30,30
10396,39,39,28,28
10397,47,47,29,29
10398,41,41,30,30
10399,42,42,30,30
10400,48,48,25,25
10401,41,41,27,27
10402,43,43,28,28
10403,48,48,29,29
10404,37,37,31,31
10405,39,39,33,33
10406,36,36,34,34
10407,35,35,31,31
10408,42,42,28,28
10409,40,40,32,32
10410,38,38,36,36
10411,40,40,32,32
10412,32,32,37,37
10413,28,28,43,43
10414,32,32,31,31
10415,30,30,33,33
10416,28,28,37,37
10417,32,32,35,35
10418,30,30,36,36
10419,25,25,42,42
10420,29,29,40,40
10421,27,27,41,41
10422,27,27,32,32
10423,32,32,36,36
10424,30,30,31,31
10425,28,28,32,32
10426,32,32,31,31
10427,30,30,37,37
10428,28,28,31,31
10429,32,32,28,28
10430,31,31,30,30
10431,31,31,29,29
10432,35,35,29,29
10433,34,34,32,32
10434,31,31,29,29
10435,35,35,29,29
10436,33,33,32,32
10437,28,28,31,31
10438,35,35,32,32
10439,35,35,36,36
10440,36,36,32,32
10441,40,40,32,32
10442,37,37,41,41
10443,34,34,37,37
10444,34,34,39,39
10445,35,35,38,38
10446,31,31,42,42
10447,36,36,35,35
10448,33,33,31,31
10449,28,28,31,31
10450,31,31,30,30
10451,26,26,29,29
10452,29,29,31,31
10453,33,33,30,30
10454,28,28,29,29
10455,29,29,31,31
10456,33,33,30,30
10457,26,26,29,29
10458,29,29,32,32
10459,33,33,35,35
10460,28,28,32,32
10461,29,29,37,37
10462,33,33,41,41
10463,28,28,39,39
10464,25,25,37,37
10465,30,30,36,36
10466,26,26,31,31
10467,28,28,32,32
10468,34,34,34,34
10469,28,28,31,31
10470,28,28,33,33
10471,36,36,33,33
10472,30,30,38,38
10473,28,28,35,35
10474,37,37,39,39
10475,32,32,39,39
10476,33,33,44,44
10477,41,41,39,39
10478,35,35,39,39
10479,34,34,39,39
10480,44,44,41,41
10481,40,40,37,37
10482,40,40,39,39
10483,47,47,37,37
10484,43,43,38,38
10485,40,40,38,38
10486,47,47,39,39
10487,43,43,39,39
10488,38,38,41,41
10489,47,47,37,37
10490,38,38,40,40
10491,37,37,33,33
10492,45,45,35,35
10493,38,38,33,33
10494,37,37,32,32
10495,43,43,35,35
10496,33,33,26,26
10497,34,34,26,26
10498,39,39,28,28
10499,34,34,27,27
10500,32,32,26,26
10501,37,37,27,27
10502,31,31,27,27
10503,30,30,28,28
10504,37,37,32,32
10505,29,29,33,33
10506,32,32,32,32
10507,37,37,35,35
10508,31,31,32,32
10509,29,29,28,28
10510,34,34,32,32
10511,25,25,30,30
10512,27,27,31,31
10513,28,28,37,37
10514,25,25,31,31
10515,27,27,30,30
10516,29,29,37,37
10517,28,28,36,36
10518,31,31,35,35
10519,31,31,39,39
10520,28,28,36,36
10521,33,33,34,34
10522,33,33,34,34
10523,29,29,35,35
10524,34,34,34,34
10525,34,34,39,39
10526,28,28,37,37
10527,31,31,34,34
10528,33,33,41,41
10529,30,30,44,44
10530,31,31,42,42
10531,31,31,49,49
10532,28,28,43,43
10533,34,34,39,39
10534,35,35,34,34
10535,35,35,36,36
10536,37,37,33,33
10537,38,38,31,31
10538,32,32,36,36
10539,34,34,33,33
10540,33,33,32,32
10541,28,28,36,36
10542,30,30,33,33
10543,31,31,28,28
10544,28,28,32,32
10545,31,31,28,28
10546,34,34,25,25
10547,33,33,28,28
10548,39,39,27,27
10549,44,44,25,25
10550,45,45,28,28
10551,41,41,27,27
10552,44,44,33,33
10553,44,44,40,40
10554,38,38,37,37
10555,40,40,40,40
10556,38,38,38,38
10557,32,32,39,39
10558,31,31,31,31
10559,33,33,31,31
10560,31,31,29,29
10561,35,35,30,30
10562,31,31,25,25
10563,28,28,28,28
10564,31,31,30,30
10565,27,27,30,30
10566,25,25,28,28
10567,29,29,29,29
10568,29,29,30,30
10569,29,29,30,30
10570,32,32,30,30
10571,35,35,32,32
10572,35,35,36,36
10573,42,42,34,34
10574,40,40,31,31
10575,38,38,36,36
10576,42,42,37,37
10577,40,40,43,43
10578,37,37,41,41
10579,38,38,44,44
10580,35,35,38,38
10581,29,29,39,39
10582,32,32,34,34
10583,26,26,33,33
10584,25,25,31,31
10585,29,29,31,31
10586,26,26,30,30
10587,25,25,34,34
10588,29,29,35,35
10589,27,27,31,31
10590,28,28,34,34
10591,33,33,32,32
10592,30,30,26,26
10593,30,30,28,28
10594,35,35,27,27
10595,37,37,25,25
10596,31,31,28,28
10597,37,37,27,27
10598,37,37,25,25
10599,34,34,28,28
10600,38,38,30,30
10601,40,40,36,36
10602,39,39,37,37
10603,38,38,35,35
10604,37,37,38,38
10605,34,34,37,37
10606,35,35,32,32
10607,32,32,31,31
10608,33,33,30,30
10609,35,35,34,34
10610,34,34,34,34
10611,32,32,34,34
10612,31,31,35,35
10613,34,34,37,37
10614,30,30,37,37
10615,35,35,36,36
10616,31,31,37,37
10617,35,35,37,37
10618,33,33,35,35
10619,31,31,30,30
10620,31,31,33,33
10621,38,38,32,32
10622,36,36,31,31
10623,35,35,30,30
10624,38,38,29,29
10625,37,37,30,30
10626,35,35,28,28
10627,32,32,30,30
10628,31,31,29,29
10629,31,31,33,33
10630,30,30,31,31
10631,28,28,33,33
10632,28,28,32,32
10633,33,33,34,34
10634,31,31,30,30
10635,29,29,30,30
10636,28,28,29,29
10637,34,34,30,30
10638,32,32,31,31
10639,31,31,31,31
10640,28,28,29,29
10641,31,31,30,30
10642,28,28,32,32
10643,27,27,34,34
10644,27,27,31,31
10645,35,35,34,34
10646,31,31,35,35
10647,35,35,35,35
10648,37,37,32,32
10649,41,41,31,31
10650,38,38,30,30
10651,36,36,30,30
10652,36,36,28,28
10653,43,43,35,35
10654,37,37,37,37
10655,36,36,34,34
10656,35,35,37,37
10657,34,34,34,34
10658,31,31,38,38
10659,35,35,30,30
10660,34,34,30,30
10661,31,31,28,28
10662,33,33,30,30
10663,31,31,25,25
10664,28,28,27,27
10665,31,31,25,25
10666,32,32,29,29
10667,31,31,31,31
10668,34,34,28,28
10669,31,31,31,31
10670,35,35,36,36
10671,31,31,34,34
10672,39,39,37,37
10673,40,40,34,34
10674,45,45,31,31
10675,44,44,35,35
10676,46,46,33,33
10677,46,46,34,34
10678,41,41,39,39
10679,43,43,33,33
10680,40,40,37,37
10681,45,45,34,34
10682,37,37,34,34
10683,38,38,30,30
10684,36,36,31,31
10685,38,38,35,35
10686,32,32,33,33
10687,33,33,31,31
10688,31,31,32,32
10689,34,34,38,38
10690,31,31,32,32
10691,32,32,32,32
10692,31,31,31,31
10693,38,38,35,35
10694,34,34,32,32
10695,38,38,32,32
10696,38,38,31,31
10697,31,31,38,38
10698,34,34,36,36
10699,32,32,34,34
10700,28,28,36,36
10701,30,30,44,44
10702,30,30,43,43
10703,25,25,45,45
10704,27,27,41,41
10705,28,28,40,40
10706,31,31,40,40
10707,37,37,31,31
10708,34,34,32,32
10709,37,37,30,30
10710,35,35,26,26
10711,37,37,27,27
10712,35,35,27,27
10713,37,37,29,29
10714,35,35,29,29
10715,37,37,28,28
10716,31,31,30,30
10717,28,28,28,28
10718,30,30,29,29
10719,31,31,29,29
10720,31,31,28,28
10721,33,33,30,30
10722,34,34,26,26
10723,36,36,26,26
10724,36,36,25,25
10725,38,38,25,25
10726,36,36,27,27
10727,39,39,25,25
10728,36,36,26,26
10729,42,42,27,27
10730,35,35,30,30
10731,36,36,34,34
10732,32,32,32,32
10733,38,38,35,35
10734,35,35,35,35
10735,38,38,33,33
10736,36,36,33,33
10737,38,38,32,32
10738,35,35,32,32
10739,37,37,33,33
10740,40,40,33,33
10741,39,39,36,36
10742,37,37,35,35
10743,34,34,32,32
10744,36,36,32,32
10745,36,36,37,37
10746,31,31,42,42
10747,33,33,43,43
10748,33,33,42,42
10749,33,33,41,41
10750,29,29,37,37
10751,31,31,36,36
10752,29,29,36,36
10753,29,29,35,35
10754,29,29,35,35
10755,33,33,32,32
10756,32,32,36,36
10757,33,33,36,36
10758,31,31,36,36
10759,34,34,37,37
10760,32,32,38,38
10761,33,33,38,38
10762,31,31,41,41
10763,34,34,39,39
10764,28,28,38,38
10765,27,27,35,35
10766,25,25,31,31
10767,27,27,29,29
10768,26,26,30,30
10769,26,26,32,32
10770,27,27,34,34
10771,31,31,32,32
10772,30,30,33,33
10773,33,33,37,37
10774,34,34,38,38
10775,38,38,39,39
10776,34,34,39,39
10777,33,33,38,38
10778,31,31,36,36
10779,34,34,35,35
10780,29,29,37,37
10781,29,29,35,35
10782,27,27,33,33
10783,27,27,32,32
10784,28,28,33,33
10785,29,29,34,34
10786,28,28,35,35
10787,30,30,35,35
10788,32,32,36,36
10789,31,31,32,32
10790,31,31,35,35
10791,31,31,35,35
10792,32,32,40,40
10793,32,32,38,38
10794,28,28,38,38
10795,32,32,32,32
10796,32,32,37,37
10797,32,32,32,32
10798,33,33,33,33
10799,34,34,33,33
10800,33,33,30,30
10801,35,35,29,29
10802,39,39,28,28
10803,40,40,26,26
10804,38,38,27,27
10805,35,35,26,26
10806,38,38,27,27
10807,39,39,29,29
10808,36,36,34,34
10809,33,33,36,36
10810,35,35,34,34
10811,35,35,36,36
10812,33,33,40,40
10813,32,32,38,38
10814,33,33,38,38
10815,31,31,40,40
10816,28,28,38,38
10817,33,33,34,34
10818,32,32,31,31
10819,32,32,33,33
10820,31,31,34,34
10821,31,31,32,32
10822,32,32,35,35
10823,30,30,34,34
10824,30,30,33,33
10825,31,31,34,34
10826,32,32,35,35
10827,34,34,33,33
10828,33,33,31,31
10829,31,31,31,31
10830,31,31,28,28
10831,30,30,28,28
10832,29,29,33,33
10833,30,30,34,34
10834,27,27,32,32
10835,25,25,35,35
10836,26,26,39,39
10837,26,26,40,40
10838,26,26,35,35
10839,28,28,34,34
10840,30,30,35,35
10841,32,32,34,34
10842,34,34,28,28
10843,33,33,30,30
10844,31,31,28,28
10845,31,31,34,34
10846,32,32,37,37
10847,34,34,38,38
10848,32,32,40,40
10849,31,31,38,38
10850,29,29,40,40
10851,31,31,41,41
10852,33,33,39,39
10853,32,32,40,40
10854,29,29,38,38
10855,28,28,30,30
10856,30,30,26,26
10857,27,27,25,25
10858,26,26,27,27
10859,25,25,25,25
10860,26,26,25,25
10861,32,32,29,29
10862,31,31,29,29
10863,33,33,30,30
10864,32,32,30,30
10865,37,37,32,32
10866,34,34,33,33
10867,33,33,32,32
10868,32,32,36,36
10869,34,34,34,34
10870,30,30,34,34
10871,27,27,35,35
10872,29,29,32,32
10873,32,32,35,35
10874,39,39,26,26
10875,37,37,30,30
10876,39,39,29,29
10877,35,35,30,30
10878,34,34,28,28
10879,36,36,30,30
10880,34,34,29,29
10881,37,37,30,30
10882,34,34,28,28
10883,34,34,30,30
10884,34,34,30,30
10885,34,34,34,34
10886,37,37,31,31
10887,39,39,33,33
10888,41,41,32,32
10889,41,41,33,33
10890,38,38,30,30
10891,36,36,29,29
10892,31,31,32,32
10893,30,30,33,33
10894,34,34,37,37
10895,32,32,36,36
10896,31,31,36,36
10897,28,28,37,37
10898,31,31,34,34
10899,33,33,37,37
10900,36,36,37,37
10901,34,34,40,40
10902,38,38,37,37
10903,35,35,41,41
10904,33,33,44,44
10905,25,25,38,38
10906,28,28,38,38
10907,29,29,40,40
10908,29,29,41,41
10909,28,28,37,37
10910,33,33,34,34
10911,35,35,37,37
10912,36,36,35,35
10913,35,35,35,35
10914,36,36,28,28
10915,43,43,31,31
10916,42,42,36,36
10917,37,37,36,36
10918,39,39,34,34
10919,42,42,37,37
10920,42,42,36,36
10921,36,36,36,36
10922,33,33,34,34
10923,37,37,37,37
10924,39,39,33,33
10925,31,31,32,32
10926,31,31,28,28
10927,35,35,31,31
10928,31,31,32,32
10929,28,28,34,34
10930,28,28,31,31
10931,31,31,33,33
10932,30,30,32,32
10933,29,29,34,34
10934,31,31,34,34
10935,33,33,34,34
10936,35,35,32,32
10937,33,33,33,33
10938,34,34,30,30
10939,37,37,31,31
10940,38,38,29,29
10941,34,34,29,29
10942,34,34,31,31
10943,33,33,28,28
10944,33,33,29,29
10945,32,32,29,29
10946,31,31,31,31
10947,31,31,32,32
10948,30,30,29,29
10949,30,30,29,29
10950,32,32,30,30
10951,33,33,31,31
10952,34,34,32,32
10953,37,37,33,33
10954,38,38,33,33
10955,39,39,35,35
10956,36,36,36,36
10957,37,37,34,34
10958,37,37,33,33
10959,40,40,32,32
10960,37,37,33,33
10961,34,34,31,31
10962,34,34,28,28
10963,35,35,25,25
10964,33,33,33,33
10965,31,31,34,34
10966,32,32,32,32
10967,34,34,32,32
10968,36,36,33,33
10969,35,35,30,30
10970,35,35,30,30
10971,37,37,32,32
10972,40,40,32,32
10973,35,35,32,32
10974,35,35,32,32
10975,37,37,35,35
10976,37,37,33,33
10977,34,34,38,38
10978,31,31,36,36
10979,30,30,31,31
10980,30,30,32,32
10981,30,30,31,31
10982,32,32,29,29
10983,33,33,28,28
10984,34,34,29,29
10985,31,31,27,27
10986,35,35,26,26
10987,37,37,26,26
10988,37,37,36,36
10989,31,31,36,36
10990,33,33,37,37
10991,36,36,37,37
10992,32,32,37,37
10993,32,32,36,36
10994,31,31,31,31
10995,35,35,29,29
10996,34,34,28,28
10997,34,34,29,29
10998,35,35,30,30
10999,36,36,29,29
11000,36,36,28,28
11001,35,35,29,29
11002,32,32,32,32
11003,33,33,33,33
11004,35,35,32,32
11005,36,36,32,32
11006,34,34,30,30
11007,37,37,28,28
11008,36,36,28,28
11009,36,36,25,25
11010,34,34,25,25
11011,37,37,25,25
11012,34,34,26,26
11013,32,32,27,27
11014,32,32,30,30
11015,33,33,34,34
11016,29,29,35,35
11017,27,27,36,36
11018,25,25,37,37
11019,31,31,34,34
11020,29,29,33,33
11021,29,29,31,31
11022,31,31,32,32
11023,35,35,34,34
11024,35,35,30,30
11025,36,36,30,30
11026,40,40,31,31
11027,38,38,32,32
11028,41,41,34,34
11029,37,37,31,31
11030,39,39,30,30
11031,37,37,32,32
11032,32,32,38,38
11033,37,37,40,40
11034,36,36,37,37
11035,31,31,36,36
11036,29,29,35,35
11037,30,30,34,34
11038,30,30,31,31
11039,32,32,29,29
11040,33,33,28,28
11041,39,39,25,25
11042,41,41,28,28
11043,38,38,26,26
11044,41,41,26,26
11045,41,41,28,28
11046,38,38,26,26
11047,41,41,26,26
11048,37,37,30,30
11049,34,34,34,34
11050,31,31,32,32
11051,30,30,33,33
11052,31,31,35,35
11053,27,27,32,32
11054,25,25,31,31
11055,27,27,37,37
11056,27,27,38,38
11057,28,28,40,40
11058,31,31,42,42
11059,33,33,44,44
11060,34,34,41,41
11061,32,32,38,38
11062,33,33,36,36
11063,37,37,37,37
11064,41,41,32,32
11065,38,38,30,30
11066,40,40,34,34
11067,48,48,31,31
11068,47,47,29,29
11069,43,43,31,31
11070,42,42,30,30
11071,46,46,30,30
11072,55,55,35,35
11073,47,47,33,33
11074,45,45,32,32
11075,44,44,35,35
11076,52,52,32,32
11077,44,44,30,30
11078,39,39,32,32
11079,37,37,29,29
11080,44,44,29,29
11081,41,41,32,32
11082,30,30,29,29
11083,28,28,29,29
11084,33,33,32,32
11085,30,30,27,27
11086,28,28,26,26
11087,29,29,28,28
11088,29,29,29,29
11089,31,31,34,34
11090,29,29,38,38
11091,29,29,36,36
11092,28,28,41,41
11093,29,29,45,45
11094,35,35,42,42
11095,31,31,43,43
11096,32,32,44,44
11097,31,31,38,38
11098,33,33,35,35
11099,37,37,37,37
11100,29,29,36,36
11101,28,28,35,35
11102,28,28,36,36
11103,29,29,31,31
11104,30,30,26,26
11105,29,29,32,32
11106,28,28,31,31
11107,29,29,32,32
11108,31,31,33,33
11109,33,33,34,34
11110,37,37,31,31
11111,35,35,30,30
11112,37,37,31,31
11113,39,39,38,38
11114,39,39,34,34
11115,35,35,36,36
11116,35,35,35,35
11117,36,36,39,39
11118,37,37,34,34
11119,34,34,31,31
11120,32,32,33,33
11121,35,35,33,33
11122,35,35,32,32
11123,30,30,33,33
11124,28,28,36,36
11125,31,31,34,34
11126,34,34,35,35
11127,30,30,36,36
11128,28,28,36,36
11129,32,32,33,33
11130,34,34,32,32
11131,31,31,33,33
11132,31,31,34,34
11133,33,33,31,31
11134,33,33,32,32
11135,32,32,31,31
11136,31,31,31,31
11137,31,31,28,28
11138,36,36,29,29
11139,36,36,32,32
11140,38,38,33,33
11141,36,36,33,33
11142,34,34,32,32
11143,37,37,30,30
11144,36,36,32,32
11145,35,35,30,30
11146,34,34,34,34
11147,34,34,34,34
11148,34,34,34,34
11149,34,34,36,36
11150,33,33,37,37
11151,31,31,35,35
11152,36,36,29,29
11153,35,35,31,31
11154,36,36,34,34
11155,33,33,33,33
11156,34,34,31,31
11157,31,31,31,31
11158,33,33,31,31
11159,31,31,31,31
11160,33,33,26,26
11161,31,31,25,25
11162,32,32,27,27
11163,31,31,28,28
11164,33,33,30,30
11165,31,31,29,29
11166,34,34,32,32
11167,31,31,32,32
11168,31,31,34,34
11169,29,29,37,37
11170,25,25,36,36
11171,26,26,35,35
11172,28,28,31,31
11173,28,28,28,28
11174,30,30,30,30
11175,29,29,32,32
11176,28,28,31,31
11177,25,25,31,31
11178,26,26,32,32
11179,26,26,34,34
11180,27,27,39,39
11181,25,25,40,40
11182,26,26,43,43
11183,26,26,45,45
11184,27,27,49,49
11185,26,26,44,44
11186,29,29,36,36
11187,30,30,34,34
11188,33,33,35,35
11189,32,32,38,38
11190,39,39,35,35
11191,40,40,34,34
11192,43,43,32,32
11193,41,41,31,31
11194,42,42,32,32
11195,43,43,37,37
11196,42,42,35,35
11197,41,41,34,34
11198,42,42,34,34
11199,40,40,37,37
11200,39,39,36,36
11201,37,37,36,36
11202,36,36,37,37
11203,36,36,37,37
11204,37,37,39,39
11205,36,36,37,37
11206,37,37,35,35
11207,36,36,34,34
11208,33,33,37,37
11209,32,32,36,36
11210,32,32,28,28
11211,32,32,29,29
11212,30,30,35,35
11213,28,28,33,33
11214,29,29,31,31
11215,30,30,34,34
11216,30,30,39,39
11217,28,28,34,34
11218,29,29,31,31
11219,33,33,31,31
11220,30,30,35,35
11221,28,28,31,31
11222,28,28,28,28
11223,29,29,28,28
11224,29,29,31,31
11225,29,29,33,33
11226,29,29,33,33
11227,28,28,35,35
11228,29,29,37,37
11229,29,29,37,37
11230,30,30,34,34
11231,28,28,37,37
11232,29,29,38,38
11233,30,30,35,35
11234,30,30,33,33
11235,28,28,28,28
11236,29,29,28,28
11237,33,33,28,28
11238,33,33,28,28
